program,programme,year,programLink,programLink FR,programLogoLink,programLogoLink FR,sponsor,sponsor FR,sponsorLink,sponsorLink FR,sponsorLogoLink,sponsorLogoLink FR,location,location FR,address,city,province,region,région,totalPlanted,environmentalBenefits,projectGoals,Objectifs,latitude,longitude,imageLink,species,essences,numberPlanted,notes,notes FR
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Bicentenial Park,Parc Bicentenial,Route 111,Rothesay,NB,Atlantic,Atlantique,71,36 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Habitat Creation and Enhancement,Création et amélioration d'habitat ,45.376086,-65.957157,/images/plantings/2013/2013_td_rothesay.png,European Ash,frêne commun,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Bicentenial Park,Parc Bicentenial,Route 111,Rothesay,NB,Atlantic,Atlantique,71,36 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Habitat Creation and Enhancement,Création et amélioration d'habitat ,45.376086,-65.957157,/images/plantings/2013/2013_td_rothesay.png,Norway Spruce,Épinette de Norvège,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Bicentenial Park,Parc Bicentenial,Route 111,Rothesay,NB,Atlantic,Atlantique,71,36 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Habitat Creation and Enhancement,Création et amélioration d'habitat ,45.376086,-65.957157,/images/plantings/2013/2013_td_rothesay.png,Scots Pine,Pin sylvestre,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Bicentenial Park,Parc Bicentenial,Route 111,Rothesay,NB,Atlantic,Atlantique,71,36 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Habitat Creation and Enhancement,Création et amélioration d'habitat ,45.376086,-65.957157,/images/plantings/2013/2013_td_rothesay.png,Norway Maple,Érable de Norvège,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Bicentenial Park,Parc Bicentenial,Route 111,Rothesay,NB,Atlantic,Atlantique,71,36 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Habitat Creation and Enhancement,Création et amélioration d'habitat ,45.376086,-65.957157,/images/plantings/2013/2013_td_rothesay.png,Colorado Blue Spruce,Épinette de Colorado,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Bicentenial Park,Parc Bicentenial,Route 111,Rothesay,NB,Atlantic,Atlantique,71,36 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Habitat Creation and Enhancement,Création et amélioration d'habitat ,45.376086,-65.957157,/images/plantings/2013/2013_td_rothesay.png,Linden,Tilleul,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Bicentenial Park,Parc Bicentenial,Route 111,Rothesay,NB,Atlantic,Atlantique,71,36 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Habitat Creation and Enhancement,Création et amélioration d'habitat ,45.376086,-65.957157,/images/plantings/2013/2013_td_rothesay.png,Autumn Blaze Maple,Érable rouge Autumn Blaze,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Bicentenial Park,Parc Bicentenial,Route 111,Rothesay,NB,Atlantic,Atlantique,71,36 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Habitat Creation and Enhancement,Création et amélioration d'habitat ,45.376086,-65.957157,/images/plantings/2013/2013_td_rothesay.png,Red Oak,Chêne rouge,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Bicentenial Park,Parc Bicentenial,Route 111,Rothesay,NB,Atlantic,Atlantique,71,36 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Habitat Creation and Enhancement,Création et amélioration d'habitat ,45.376086,-65.957157,/images/plantings/2013/2013_td_rothesay.png,Autumn Blaze Maple,Érable rouge Autumn Blaze,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,White Fir,Sapin du Colorado,7,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Austrian Pine,Pin noir d'Autriche,6,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Austrian Pine,Pin noir d'Autriche,4,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Ponderosa Pine,Pin ponderosa,16,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Douglas Fir,Sapin de Douglas,10,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Brandywine Maple,Érable brandywine,12,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Common Hackberry,Micocoulier occidental,6,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Autumn Purple Ash,Frêne d'Amérique Automn Pruple,3,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Spring Snow Crabapple,Pommetier Spring Snow,3,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Pin Oak,Chêne des marais,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Red Oak,Chêne rouge,2,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,London Plane Tree,Platane commun,3,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Russian Mountain Ash,Sorbier des oiseleurs,6,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Greenspire Linden,Tilleul Greenspire,3,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Rutland Lions Park,Parc Rutland Lions,Gray Road,Kelowna,BC,British Columbia,Colombie-Britannique,87,51 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Forest Renewal,Renouvellement de forêt,49.886036,-119.389804,/images/plantings/2013/2013_td_kelowna.png,Brandon Elm,Orme Brandon,5,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Old Yale Park,Parc Old Yale,Old Yale Road,Langley,BC,British Columbia,Colombie-Britannique,65,12 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization;; Land Restoration/Reclamation;; Habitat Creation and Enhancement,Naturalisation d'espaces urbains;; Restauration et réclamation de terrain;; Création et amélioration d'habitat ,49.08466,-122.60383,/images/plantings/2013/2013_td_langley.png,Cascara & Cedar,Cascara et Thuya,50,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Old Yale Park,Parc Old Yale,Old Yale Road,Langley,BC,British Columbia,Colombie-Britannique,65,12 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization;; Land Restoration/Reclamation;; Habitat Creation and Enhancement,Naturalisation d'espaces urbains;; Restauration et réclamation de terrain;; Création et amélioration d'habitat ,49.08466,-122.60383,/images/plantings/2013/2013_td_langley.png,Vine Maple,Érable circiné,2,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Old Yale Park,Parc Old Yale,Old Yale Road,Langley,BC,British Columbia,Colombie-Britannique,65,12 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization;; Land Restoration/Reclamation;; Habitat Creation and Enhancement,Naturalisation d'espaces urbains;; Restauration et réclamation de terrain;; Création et amélioration d'habitat ,49.08466,-122.60383,/images/plantings/2013/2013_td_langley.png,Bigleaf Maple,Érable à grandes feuilles,2,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Old Yale Park,Parc Old Yale,Old Yale Road,Langley,BC,British Columbia,Colombie-Britannique,65,12 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization;; Land Restoration/Reclamation;; Habitat Creation and Enhancement,Naturalisation d'espaces urbains;; Restauration et réclamation de terrain;; Création et amélioration d'habitat ,49.08466,-122.60383,/images/plantings/2013/2013_td_langley.png,Yellow Cedar  Alaskan Cedar,Chamaecyparis jaune,1,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Old Yale Park,Parc Old Yale,Old Yale Road,Langley,BC,British Columbia,Colombie-Britannique,65,12 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization;; Land Restoration/Reclamation;; Habitat Creation and Enhancement,Naturalisation d'espaces urbains;; Restauration et réclamation de terrain;; Création et amélioration d'habitat ,49.08466,-122.60383,/images/plantings/2013/2013_td_langley.png,Pacific Crab Apple,Pomme sauvage pacifique,2,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Old Yale Park,Parc Old Yale,Old Yale Road,Langley,BC,British Columbia,Colombie-Britannique,65,12 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization;; Land Restoration/Reclamation;; Habitat Creation and Enhancement,Naturalisation d'espaces urbains;; Restauration et réclamation de terrain;; Création et amélioration d'habitat ,49.08466,-122.60383,/images/plantings/2013/2013_td_langley.png,Sitka Spruce,Épinette de Sitka,2,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Old Yale Park,Parc Old Yale,Old Yale Road,Langley,BC,British Columbia,Colombie-Britannique,65,12 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization;; Land Restoration/Reclamation;; Habitat Creation and Enhancement,Naturalisation d'espaces urbains;; Restauration et réclamation de terrain;; Création et amélioration d'habitat ,49.08466,-122.60383,/images/plantings/2013/2013_td_langley.png,Western White Pine,Pin blanc,2,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Old Yale Park,Parc Old Yale,Old Yale Road,Langley,BC,British Columbia,Colombie-Britannique,65,12 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization;; Land Restoration/Reclamation;; Habitat Creation and Enhancement,Naturalisation d'espaces urbains;; Restauration et réclamation de terrain;; Création et amélioration d'habitat ,49.08466,-122.60383,/images/plantings/2013/2013_td_langley.png,Bitter Cherry,Prunus emarginata,2,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Old Yale Park,Parc Old Yale,Old Yale Road,Langley,BC,British Columbia,Colombie-Britannique,65,12 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization;; Land Restoration/Reclamation;; Habitat Creation and Enhancement,Naturalisation d'espaces urbains;; Restauration et réclamation de terrain;; Création et amélioration d'habitat ,49.08466,-122.60383,/images/plantings/2013/2013_td_langley.png,Western Red Cedar,Cèdre de l'Ouest,2,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Kettle Valley Rail Trail,Chemin de fer Kettle Valley,Edmonton Avenue,Penticton,BC,British Columbia,Colombie-Britannique,164,29 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization,Naturalisation d'espaces urbains ,49.516182,-119.578827,/images/plantings/2013/2013_td_penticton.png,Autumn Brilliance Serviceberry,Amélanchier autumn brilliance,15,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Kettle Valley Rail Trail,Chemin de fer Kettle Valley,Edmonton Avenue,Penticton,BC,British Columbia,Colombie-Britannique,164,29 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization,Naturalisation d'espaces urbains ,49.516182,-119.578827,/images/plantings/2013/2013_td_penticton.png,Katsura Tree,Katsura,15,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Kettle Valley Rail Trail,Chemin de fer Kettle Valley,Edmonton Avenue,Penticton,BC,British Columbia,Colombie-Britannique,164,29 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization,Naturalisation d'espaces urbains ,49.516182,-119.578827,/images/plantings/2013/2013_td_penticton.png,Oregon Grape,Mahonia faux houx,10,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Kettle Valley Rail Trail,Chemin de fer Kettle Valley,Edmonton Avenue,Penticton,BC,British Columbia,Colombie-Britannique,164,29 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization,Naturalisation d'espaces urbains ,49.516182,-119.578827,/images/plantings/2013/2013_td_penticton.png,Nootka Rose,Rosier de Nootka,8,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Kettle Valley Rail Trail,Chemin de fer Kettle Valley,Edmonton Avenue,Penticton,BC,British Columbia,Colombie-Britannique,164,29 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization,Naturalisation d'espaces urbains ,49.516182,-119.578827,/images/plantings/2013/2013_td_penticton.png,Snowberry,Symphorine,8,,
TD Green Streets,Ma rue;; mes arbres TD,2013,https://treecanada.ca/en/programs/td-green-streets/,https://treecanada.ca/fr/programmes/ma-rue-mes-arbres-td/,/images/logos/td_green_streets.png,/images/logos/td_green_streets_fr.png,TD,TD,https://fef.td.com/,https://fef.td.com/francais/,/images/logos/td_logo.png,/images/logos/td_logo_fr.png,Kettle Valley Rail Trail,Chemin de fer Kettle Valley,Edmonton Avenue,Penticton,BC,British Columbia,Colombie-Britannique,164,29 tonnes of CO2 should approximately be sequestered over an 80-year period*  ,Urban Open Space Naturalization,Naturalisation d'espaces urbains ,49.516182,-119.578827,/images/plantings/2013/2013_td_penticton.png,Smooth Sumac,Sumac à bois glabre,7,,
